Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-06-12,28.422012329101562,28.68126874854788,28.408603102282182,28.649979415875496,147544800
2015-06-15,28.366153717041016,28.43767247424039,28.0957233630952,28.18288679514626,175955600
2015-06-16,28.518123626708984,28.57399769404389,28.243224170300312,28.390730821391042,125976400
2015-06-17,28.45107650756836,28.580703051243066,28.325917433993066,28.544944533893883,131672400
2015-06-18,28.58070945739746,28.676812945454838,28.433202769415,28.435438210107023,141628800
2015-06-19,28.29462432861328,28.567290020843135,28.249925761586532,28.54270529743611,218867600
2015-06-22,28.52035903930664,28.62093167835589,28.40190628949359,28.49353887316094,136157200
2015-06-23,28.390727996826172,28.520356229380468,28.35720321873233,28.491302331107697,121075600
2015-06-24,28.632112503051758,29.009821813817823,28.41085163287626,28.430965482373335,221123600
2015-06-25,28.495777130126953,28.87572014313876,28.495777130126953,28.79973222259295,127752400
2015-06-26,28.328157424926758,28.605292373182664,28.27451878771564,28.533773621853992,176267200
2015-06-29,27.83199119567871,28.265574520163497,27.82081740487586,28.039842802194055,196645600
2015-06-30,28.03313446044922,28.18734741724518,27.905741667269396,28.06442379876419,177482800
2015-07-01,28.29462432861328,28.370613938727992,28.158291482498353,28.361673884294436,120955200
2015-07-02,28.258867263793945,28.314741328010467,28.10912347578641,28.25663182378577,108844000
2015-07-06,28.160533905029297,28.211938804483257,27.903512818042405,27.923628371790983,112241600
2015-07-07,28.091251373291016,28.194059469897024,27.662137167931014,28.135949952635713,187787200
2015-07-08,27.393936157226562,27.856573341094382,27.387231542337933,27.820814826641314,243046400
2015-07-09,26.835189819335938,27.726939218229422,26.645218382197932,27.680005218828793,314380000
2015-07-10,27.55262565612793,27.680018488469813,27.089988348660913,27.25314141015077,245418000
2015-07-13,28.084548950195312,28.106898241613052,27.785062988744368,27.943745174494445,165762000
2015-07-14,28.0733699798584,28.243227642880512,27.945977158877167,28.169473455696266,127072400
2015-07-15,28.343795776367188,28.417549951794953,28.06666088992664,28.097950230082454,134596800
2015-07-16,28.72150230407715,28.734914943921616,28.46224753674022,28.549410939177225,144889600
2015-07-17,28.969589233398438,28.969589233398438,28.676809626865467,28.848902732261653,184658800
2015-07-20,29.517152786254883,29.7182980567629,29.21096059011771,29.271305535383036,235600800
2015-07-21,29.22213363647461,29.707120072297364,29.1260318893665,29.6914771087067,307025600
2015-07-22,27.9862003326416,28.048779009002466,27.264306704299237,27.264306704299237,461802400
2015-07-23,27.97279930114746,28.40414554749355,27.950448305776092,28.205233965707485,203998000
2015-07-24,27.825288772583008,28.102423701392432,27.691191336394024,28.008555666574285,168649200
2015-07-27,27.438640594482422,27.626378377218433,27.293369360452058,27.51015934382436,177822000
2015-07-28,27.574970245361328,27.693424705361824,27.38946962999341,27.574970245361328,134472400
2015-07-29,27.487810134887695,27.601793728127678,27.3268925221116,27.523570362234157,148046800
2015-07-30,27.349241256713867,27.393939832061694,27.201732888811602,27.338065760306236,134513200
2015-07-31,27.11009979248047,27.409583993039575,27.02293637857796,27.40064393710838,171540000
2015-08-03,26.47089958190918,27.393938591663268,26.26528171125204,27.154797643583862,279904000
2015-08-04,25.621612548828125,26.305510597188796,25.310952866393624,26.242931913697134,496554400
2015-08-05,25.791467666625977,26.247400222579298,25.05392935740774,25.243900829436356,397250400
2015-08-06,25.847599029541016,26.155175530086538,25.62084723889108,26.03618659357803,211612000
2015-08-07,25.935142517089844,26.099033978743236,25.70614529519226,25.724106331812113,154681600
2015-08-10,26.87808609008789,26.938702469492995,26.161905340226017,26.161905340226017,219806400
2015-08-11,25.479398727416992,26.532341228839822,25.443478357436547,26.449272696917568,388331200
2015-08-12,25.872299194335938,25.912710699342078,24.612809286647774,25.26388277269787,404870000
2015-08-13,25.852088928222656,26.132723845565803,25.71513895153043,26.051900852342207,194143200
2015-08-14,26.0339412689209,26.1125187076189,25.59615145841796,25.665748373713377,171718000
2015-08-17,26.303348541259766,26.41335694167236,25.93066457455252,26.05189905602863,163538800
2015-08-18,26.155170440673828,26.366208415520436,26.045162048893072,26.13945495613372,138242800
2015-08-19,25.820661544799805,26.15966733882922,25.746573505233172,26.06537440457706,193146000
2015-08-20,25.290813446044922,25.672476163261678,25.06181444542749,25.61185978830955,274006400
2015-08-21,23.74395179748535,25.122429923427628,23.719255795810568,24.792403094554647,513102000
2015-08-24,23.151262283325195,24.426467610439584,20.65473306183087,21.29907154680232,648825200
2015-08-25,23.29045295715332,24.945077073193595,23.23657153175285,24.945077073193595,414406400
2015-08-26,24.626277923583984,24.671178829059958,23.584561158231732,24.04255587523785,387098400
2015-08-27,25.3514347076416,25.423277175772572,24.700361376721208,25.196525402744562,338464400
2015-08-28,25.43450927734375,25.438998683288474,25.041620312071874,25.183059722940165,212657600
2015-08-31,25.31551170349121,25.712889939424134,25.144885217060533,25.151620180114747,224917200
2015-09-01,24.18398666381836,25.117938459553926,24.10316369815694,24.72954082560341,307383600
2015-09-02,25.22121238708496,25.22121238708496,24.500542355831573,24.74750237424222,247555200
2015-09-03,24.778942108154297,25.320005356223955,24.70485407640835,25.25489784767688,212935600
2015-09-04,24.531984329223633,24.79690379370948,24.361359510840074,24.464632968133223,199985200
2015-09-08,25.214481353759766,25.270608327987073,24.767711118511023,25.088757479605587,219374400
2015-09-09,24.729549407958984,25.598394021061996,24.644235296342114,25.540023191161584,340043200
2015-09-10,25.272855758666992,25.432256171737155,24.67342004060185,24.75648687238155,251571200
2015-09-11,25.64105224609375,25.64105224609375,25.091008464846674,25.097743429153095,199662000
2015-09-14,25.888004302978516,26.242727181021014,25.78697643740683,26.1731302830876,233453600
2015-09-15,26.105783462524414,26.161910448542177,25.688198549523484,26.027206024671482,173364800
2015-09-16,26.13496971130371,26.16415512642055,25.917196738831453,26.09904761928949,148694000
2015-09-17,25.575942993164062,26.152928305170427,25.53104209227515,25.966588024907818,256450400
2015-09-18,25.470422744750977,25.661255846333503,25.115701534234777,25.192033404580197,297141200
2015-09-21,25.86556053161621,25.901482625535643,25.517574239285192,25.519818085510373,200888000
2015-09-22,25.459197998046875,25.63431389833919,25.26162993588368,25.454706880528914,201384800
2015-09-23,25.66575050354004,25.755554032158386,25.436753132780108,25.510839459494893,143026800
2015-09-24,25.81841278076172,25.930666749373724,25.227957522492023,25.42552389061969,200878000
2015-09-25,25.753305435180664,26.197831907334532,25.598394409408012,26.14170492267599,224607600
2015-09-28,25.24367904663086,25.721880450650822,25.24367904663086,25.560234423134204,208436000
2015-09-29,24.484830856323242,25.483892032120174,24.21542206333268,25.331226592663036,293461600
2015-09-30,24.763221740722656,25.041611053587303,24.41074441071247,24.73403461786327,265892000
2015-10-01,24.601579666137695,24.61056018898512,24.091945699918924,24.48708014090755,255716400
2015-10-02,24.781179428100586,24.92262049015925,24.14582342305545,24.249096843355577,232079200
2015-10-05,24.870986938476562,25.003447501084377,24.48707860336766,24.668929469245697,208258800
2015-10-06,24.98997688293457,25.086515360355172,24.644234468750543,24.837311423591746,192787200
2015-10-07,24.870986938476562,25.093249298200774,24.563412186347982,25.086514334702994,187062400
2015-10-08,24.583616256713867,24.738527263432836,24.294000845954656,24.738527263432836,247918400
2015-10-09,25.171825408935547,25.207745780884906,24.581368558123327,24.69586806237676,211064400
2015-10-12,25.055086135864258,25.31327061329463,25.019165755614463,25.308781208085787,121868800
2015-10-13,25.097740173339844,25.245914507438194,24.848536249172213,24.879967220431244,132197200
2015-10-14,24.74301528930664,25.037120088240496,24.597084812702903,24.985484230784294,177849600
2015-10-15,25.11345100402832,25.167332414362317,24.805874599022577,24.90465861201753,150694000
2015-10-16,24.929357528686523,25.144884908069713,24.814858019593803,25.09549289579994,156930400
2015-10-19,25.084274291992188,25.088763697384888,24.720570792232806,24.875481827606944,119036800
2015-10-20,25.54227066040039,25.632074189802136,24.879972842674743,24.996716231895114,195871200
2015-10-21,25.54001808166504,25.94862237352125,25.526546443501925,25.593899495739684,167180800
2015-10-22,25.930662155151367,25.930662155151367,25.616350756153427,25.667988326224382,166616400
2015-10-23,26.734407424926758,26.768083960411673,26.117010554855703,26.200077401144117,237467600
2015-10-26,25.88127326965332,26.521120512088146,25.800450279781604,26.509896143575677,265335200
2015-10-27,25.717382431030273,26.16415270371521,25.591656833481853,25.908213816821572,279537600
2015-10-28,26.777057647705078,26.78379432380087,26.0563874628032,26.251709960955072,342205600
2015-10-29,27.059940338134766,27.095862428854197,26.552551940309957,26.649090418043976,204909200
2015-10-30,26.82870101928711,27.214854981655755,26.817474936227175,27.163217397583754,197461200
2015-11-02,27.205875396728516,27.246286899135292,26.853397958514936,27.12056298625193,128813200
2015-11-03,27.5179386138916,27.724485511182642,27.098108142190735,27.11831474782773,182076000
2015-11-04,27.389968872070312,27.79857325722124,27.30465647090154,27.64366222941985,179544400
2015-11-05,27.263704299926758,27.66278529417685,27.096857762994112,27.473390486687432,158210800
2015-11-06,27.295269012451172,27.46437071550903,27.19606384972077,27.306543147398287,132169200
2015-11-09,27.184789657592773,27.46437065774008,27.06754656727019,27.272722405382584,135485600
2015-11-10,26.328004837036133,26.621115118947525,26.167922111441595,26.357316897342074,236511600
2015-11-11,26.179201126098633,26.47456491372113,25.9762787177279,26.23782353744832,180872000
2015-11-12,26.091257095336914,26.339272500539288,26.075474343738335,26.21301048775064,130102400
2015-11-13,25.32918357849121,26.05744911751473,25.313400819202986,25.974024978310254,183249600
2015-11-16,25.744047164916992,25.75757475270898,25.02705576868221,25.11273335835102,152426800
2015-11-17,25.633562088012695,25.940199957100166,25.550137968269766,25.91088789655169,110467600
2015-11-18,26.44525146484375,26.490344563549368,26.04166186672009,26.100284271190556,186698800
2015-11-19,26.781198501586914,26.99990363296767,26.325752032261562,26.52416406599485,173183200
2015-11-20,26.8984432220459,27.03823285348772,26.796981174505373,26.87589495357598,137148400
2015-11-23,26.54897117614746,26.995400492936465,26.456528072899424,26.891683253129298,129930000
2015-11-24,26.80375099182129,26.90972168476069,26.40692683638628,26.45427511447142,171212800
2015-11-25,26.612096786499023,26.882660527027603,26.58729506727912,26.87815018524687,85553200
2015-11-27,26.56249237060547,26.697775095987275,26.51514410479836,26.67071820687265,52185600
2015-11-30,26.6729736328125,26.923244268894898,26.548965040090113,26.60307709864564,156721200
2015-12-01,26.45652961730957,26.787969297271918,26.348305468867878,26.774441708764662,139409600
2015-12-02,26.2175350189209,26.63014370136017,26.17244190704214,26.45653160822384,133546400
2015-12-03,25.97402572631836,26.332522297891774,25.753067089919973,26.27841022451549,166278000
2015-12-04,26.83757209777832,26.887175548024228,25.953734119444015,25.99431860417323,231108000
2015-12-07,26.668468475341797,27.024709847148774,26.56249778826831,26.82629778041419,128336800
2015-12-08,26.65718650817871,26.740608893072046,26.34829352251161,26.49710208919686,137238000
2015-12-09,26.068716049194336,26.535436625084365,25.94696263111112,26.524162491483757,185445600
2015-12-10,26.192729949951172,26.366342020939992,26.04392132358106,26.163419602988263,116850800
2015-12-11,25.518577575683594,26.016863782851292,25.44417240424712,25.971770677842837,187544800
2015-12-14,25.36075210571289,25.40584521448685,24.75423998760971,25.29311072236012,257274800
2015-12-15,24.912067413330078,25.432901933023523,24.880501893371907,25.238998470313724,213292400
2015-12-16,25.103710174560547,25.250265325049025,24.531020598508277,25.042834319534705,224954000
2015-12-17,24.571598052978516,25.30888049629847,24.571598052978516,25.25702189964475,179091200
2015-12-18,23.90647315979004,24.693359335575057,23.856869714176426,24.555824854816795,385813200
2015-12-21,24.199583053588867,24.208602018100272,23.802757216044906,24.18830891790171,190362400
2015-12-22,24.177038192749023,24.28751750540266,24.001170952768174,24.215367504458612,131157600
2015-12-23,24.48818016052246,24.542292221042683,24.170268149559448,24.186050905552488,130629600
2015-12-24,24.357412338256836,24.57611751245153,24.339374407970492,24.57611751245153,54281600
2015-12-28,24.0845947265625,24.28075334500743,23.94029472685302,24.25820507239708,106816800
2015-12-29,24.517488479614258,24.67306257599485,24.093607553479544,24.11615410015425,123724800
2015-12-30,24.197322845458984,24.508469315471615,24.16575733633558,24.481414147760834,100855200
2015-12-31,23.732858657836914,24.131937883584733,23.633651784009544,24.12742926213409,163649200
2016-01-04,23.753149032592773,23.757659374044465,22.997828537412097,23.13536470843741,270597600
2016-01-05,23.157915115356445,23.86588746445505,23.09027546402736,23.84334091401202,223164000
2016-01-06,22.70471954345703,23.08125394699571,22.517581647305203,22.67315403228967,273829600
2016-01-07,21.74648094177246,22.576206800086034,21.74197231936601,22.24927748958022,324377600
2016-01-08,21.86146354675293,22.34622200825535,21.81637045646062,22.219959979283978,283192000
2016-01-11,22.215456008911133,22.33495428062653,21.947147400212437,22.31466290023333,198957600
2016-01-12,22.537879943847656,22.702473062773873,22.285354056788435,22.670907541915454,196616800
2016-01-13,21.95841407775879,22.81519650952985,21.938122704257722,22.619037964730985,249758400
2016-01-14,22.43867301940918,22.65512476253134,21.586400516561202,22.086941947171443,252680400
2016-01-15,21.899789810180664,22.030562162170725,21.500710683814113,21.690103701021048,319335600
2016-01-19,21.7938232421875,22.242505841527446,21.53227850998704,22.18839379079983,212350800
2016-01-20,21.823137283325195,22.138794119848882,21.06330639285927,21.442094252649422,289337600
2016-01-21,21.712657928466797,22.068897518731085,21.406020056200077,21.884013071057744,208646000
2016-01-22,22.8670597076416,22.876078671753593,22.179380465969416,22.238001152410096,263202000
2016-01-25,22.42063331604004,22.891862603783906,22.368774699782414,22.88960743259229,207178000
2016-01-26,22.544635772705078,22.74530296448651,22.111735879436683,22.53110818860021,300308000
2016-01-27,21.06330108642578,21.78705594115318,21.0452631642678,21.654030135667668,533478800
2016-01-28,21.21436882019043,21.31132051985927,20.831072363001763,21.14672917961133,222715200
2016-01-29,21.9471492767334,21.9471492767334,21.272997520804886,21.372204420609453,257666000
2016-02-01,21.741968154907227,21.805099177655535,21.509735441143935,21.75098711818432,163774000
2016-02-02,21.302309036254883,21.654040078890674,21.257214210153034,21.51424869826253,149428800
2016-02-03,21.723934173583984,21.834413483457404,21.21212038604691,21.419551418517074,183857200
2016-02-04,21.898483276367188,22.06396947259922,21.57884792409105,21.730731401623157,185886800
2016-02-05,21.31361198425293,21.971020083414807,21.238804830218037,21.880342806026064,185672400
2016-02-08,21.53804588317871,21.694462466550164,21.091461568607453,21.111863054884942,216085600
2016-02-09,21.533512115478516,21.748870948433105,21.293218707923213,21.374828116060087,177324800
2016-02-10,21.370290756225586,21.841811340568256,21.33175346517059,21.74433354408901,169374400
2016-02-11,21.24106788635254,21.47229500162854,20.989439294183065,21.26147109277101,200298800
2016-02-12,21.306814193725586,21.42242778029908,21.084656651945615,21.352153702933542,161405600
2016-02-16,21.90755271911621,21.95515791409869,21.447367438093213,21.540310419861186,196231600
2016-02-17,22.24306297302246,22.263464462576152,21.79647858673577,21.91435789527349,179452800
2016-02-18,21.821407318115234,22.41760760939652,21.782868302016265,22.406272299451153,156084000
2016-02-19,21.77153968811035,21.934758503214418,21.717133992917617,21.762471783990584,141496800
2016-02-22,21.96195411682129,21.966488932328957,21.74432966963815,21.832739547258633,137123200
2016-02-23,21.46550178527832,21.87581443522661,21.43376499078097,21.853145543375017,127770400
2016-02-24,21.785139083862305,21.848612678525644,21.154934494668073,21.304552307396584,145022800
2016-02-25,21.934755325317383,21.934755325317383,21.59244934487425,21.773803941943285,110330800
2016-02-26,21.96876335144043,22.220390347611303,21.89395443741686,22.03450263155408,115964400
2016-02-29,21.918888092041016,22.26799458575054,21.909820188753347,21.957425383869325,140865200
2016-03-01,22.78938102722168,22.84378670542298,22.0843677002068,22.13650770023015,201628400
2016-03-02,22.839258193969727,22.87099499007076,22.587629503793217,22.78485250487163,132678400
2016-03-03,23.0092830657959,23.056888271492348,22.771255307787573,22.800726432404012,147822800
2016-03-04,23.35158920288086,23.519341127620194,22.979813732093096,23.206506176696664,184220400
2016-03-07,23.09315299987793,23.310777473616483,22.886862107240784,23.211032274580887,143315600
2016-03-08,22.902732849121094,23.06821906177893,22.759917260038176,22.846059749235305,126247600
2016-03-09,22.923133850097656,23.027412136271312,22.730443945478886,22.96620422577282,108806800
2016-03-10,22.93446922302246,23.17703001687174,22.703243740751244,22.988876643166282,134054400
2016-03-11,23.18156623840332,23.186099325593872,23.009279523223285,23.17703142168694,109632800
2016-03-14,23.240501403808594,23.32891302076485,23.072749531443367,23.102220646937305,100304400
2016-03-15,23.707489013671875,23.843504092887734,23.54200281878344,23.566939118417665,160270800
2016-03-16,24.022592544555664,24.09966712601931,23.70975594337211,23.71429075964977,153214000
2016-03-17,23.984050750732422,24.13593420652988,23.793628281913325,23.9205754414425,137682800
2016-03-18,24.01125717163086,24.142739170934313,23.8457726979607,24.10646755890895,176820800
2016-03-21,24.008991241455078,24.403435505706756,23.834437137081917,24.013524328147923,142010800
2016-03-22,24.192611694335938,24.32182628508781,23.850305707439503,23.85937361041647,129777600
2016-03-23,24.058860778808594,24.27195216159203,24.006722501867245,24.138204492500666,102814000
2016-03-24,23.95457649230957,24.086058449993207,23.777756763471285,23.90923872115492,104532000
2016-03-28,23.845775604248047,24.07246801845852,23.81630448350413,24.029395906310253,77645600
2016-03-29,24.41023826599121,24.435174568930254,23.775498839494148,23.777766247813826,124760400
2016-03-30,24.83641815185547,25.031373749204025,24.618793660995017,24.63012897251382,182404400
2016-03-31,24.707202911376953,24.913493814859084,24.68226661030712,24.8726891157926,103553600
2016-04-01,24.93389129638672,24.93615870417239,24.52811177902123,24.65959375818387,103496000
2016-04-04,25.190059661865234,25.43262045636295,24.99736974167742,25.031373946976785,149424800
2016-04-05,24.89308738708496,25.10164567179377,24.80467750544146,24.82508071710366,106314800
2016-04-06,25.153789520263672,25.15832433698267,24.754810395757254,24.988305030062563,105616400
2016-04-07,24.605188369750977,25.03136937366459,24.509977995928587,24.924823690304834,127207600
2016-04-08,24.632389068603516,24.88401596027356,24.52130858317575,24.689062150322712,94326800
2016-04-11,24.714006423950195,25.074448264636043,24.67093604100065,24.702672840869106,117630000
2016-04-12,25.03590965270996,25.049510643502522,24.632397450289883,24.786546624674372,108929200
2016-04-13,25.39861488342285,25.46662156083389,25.117516811834165,25.117516811834165,133029200
2016-04-14,25.412216186523438,25.477957186166464,25.237663809870032,25.30340480951306,101895600
